Date,"Number of daily births in Quebec, Jan. 01, 1977 to Dec. 31, 1990",Year,Year fraction,Standard time,Day of week,Weekend,Easter sunday,Easter Friday,Easter Saturday,Easter Monday,Easter,Victoria day,Labour day,Thanksgiving day,Floating holiday
1987-01-31,200,1987,0.0821355236,1987.0821355236,7,1,0,0,0,0,0,0,0,0,
1987-02-01,196,1987,0.0848733744,1987.0848733744,1,1,0,0,0,0,0,0,0,0,
1987-02-02,212,1987,0.0876112252,1987.0876112252,2,0,0,0,0,0,0,0,0,0,
1987-02-03,248,1987,0.090349076,1987.090349076,3,0,0,0,0,0,0,0,0,0,
1987-02-04,240,1987,0.0930869268,1987.0930869268,4,0,0,0,0,0,0,0,0,0,
1987-02-05,279,1987,0.0958247775,1987.0958247776,5,0,0,0,0,0,0,0,0,0,
1987-02-06,266,1987,0.0985626283,1987.0985626283,6,0,0,0,0,0,0,0,0,0,
1987-02-07,149,1987,0.1013004791,1987.1013004791,7,1,0,0,0,0,0,0,0,0,
1987-02-08,167,1987,0.1040383299,1987.1040383299,1,1,0,0,0,0,0,0,0,0,
1987-02-09,222,1987,0.1067761807,1987.1067761807,2,0,0,0,0,0,0,0,0,0,
1987-02-10,230,1987,0.1095140315,1987.1095140315,3,0,0,0,0,0,0,0,0,0,
1987-02-11,226,1987,0.1122518823,1987.1122518823,4,0,0,0,0,0,0,0,0,0,
1987-02-12,228,1987,0.1149897331,1987.1149897331,5,0,0,0,0,0,0,0,0,0,
1987-02-13,238,1987,0.1177275838,1987.1177275839,6,0,0,0,0,0,0,0,0,0,
1987-02-14,164,1987,0.1204654346,1987.1204654346,7,1,0,0,0,0,0,0,0,0,
1987-02-15,181,1987,0.1232032854,1987.1232032854,1,1,0,0,0,0,0,0,0,0,
1987-02-16,209,1987,0.1259411362,1987.1259411362,2,0,0,0,0,0,0,0,0,0,
1987-02-17,244,1987,0.128678987,1987.128678987,3,0,0,0,0,0,0,0,0,0,
1987-02-18,229,1987,0.1314168378,1987.1314168378,4,0,0,0,0,0,0,0,0,0,
1987-02-19,248,1987,0.1341546886,1987.1341546886,5,0,0,0,0,0,0,0,0,0,
1987-02-20,263,1987,0.1368925394,1987.1368925394,6,0,0,0,0,0,0,0,0,0,
1987-02-21,185,1987,0.1396303901,1987.1396303902,7,1,0,0,0,0,0,0,0,0,
1987-02-22,195,1987,0.1423682409,1987.1423682409,1,1,0,0,0,0,0,0,0,0,
1987-02-23,228,1987,0.1451060917,1987.1451060917,2,0,0,0,0,0,0,0,0,0,
1987-02-24,250,1987,0.1478439425,1987.1478439425,3,0,0,0,0,0,0,0,0,0,
1987-02-25,253,1987,0.1505817933,1987.1505817933,4,0,0,0,0,0,0,0,0,0,
1987-02-26,249,1987,0.1533196441,1987.1533196441,5,0,0,0,0,0,0,0,0,0,
1987-02-27,263,1987,0.1560574949,1987.1560574949,6,0,0,0,0,0,0,0,0,0,
1987-02-28,193,1987,0.1587953457,1987.1587953457,7,1,0,0,0,0,0,0,0,0,
1987-03-01,182,1987,0.1615331964,1987.1615331964,1,1,0,0,0,0,0,0,0,0,
1987-03-02,256,1987,0.1642710472,1987.1642710472,2,0,0,0,0,0,0,0,0,0,
1987-03-03,264,1987,0.167008898,1987.167008898,3,0,0,0,0,0,0,0,0,0,
1987-03-04,257,1987,0.1697467488,1987.1697467488,4,0,0,0,0,0,0,0,0,0,
1987-03-05,251,1987,0.1724845996,1987.1724845996,5,0,0,0,0,0,0,0,0,0,
1987-03-06,277,1987,0.1752224504,1987.1752224504,6,0,0,0,0,0,0,0,0,0,
1987-03-07,191,1987,0.1779603012,1987.1779603012,7,1,0,0,0,0,0,0,0,0,
1987-03-08,180,1987,0.180698152,1987.180698152,1,1,0,0,0,0,0,0,0,0,
1987-03-09,264,1987,0.1834360027,1987.1834360027,2,0,0,0,0,0,0,0,0,0,
1987-03-10,251,1987,0.1861738535,1987.1861738535,3,0,0,0,0,0,0,0,0,0,
1987-03-11,259,1987,0.1889117043,1987.1889117043,4,0,0,0,0,0,0,0,0,0,
1987-03-12,264,1987,0.1916495551,1987.1916495551,5,0,0,0,0,0,0,0,0,0,
1987-03-13,265,1987,0.1943874059,1987.1943874059,6,0,0,0,0,0,0,0,0,0,
1987-03-14,172,1987,0.1971252567,1987.1971252567,7,1,0,0,0,0,0,0,0,0,
1987-03-15,196,1987,0.1998631075,1987.1998631075,1,1,0,0,0,0,0,0,0,0,
1987-03-16,290,1987,0.2026009582,1987.2026009583,2,0,0,0,0,0,0,0,0,0,
1987-03-17,268,1987,0.205338809,1987.205338809,3,0,0,0,0,0,0,0,0,0,
1987-03-18,253,1987,0.2080766598,1987.2080766598,4,0,0,0,0,0,0,0,0,0,
1987-03-19,265,1987,0.2108145106,1987.2108145106,5,0,0,0,0,0,0,0,0,0,
1987-03-20,285,1987,0.2135523614,1987.2135523614,6,0,0,0,0,0,0,0,0,0,
1987-03-21,206,1987,0.2162902122,1987.2162902122,7,1,0,0,0,0,0,0,0,0,
1987-03-22,160,1987,0.219028063,1987.219028063,1,1,0,0,0,0,0,0,0,0,
1987-03-23,259,1987,0.2217659138,1987.2217659138,2,0,0,0,0,0,0,0,0,0,
1987-03-24,301,1987,0.2245037645,1987.2245037646,3,0,0,0,0,0,0,0,0,0,
1987-03-25,291,1987,0.2272416153,1987.2272416153,4,0,0,0,0,0,0,0,0,0,
1987-03-26,254,1987,0.2299794661,1987.2299794661,5,0,0,0,0,0,0,0,0,0,
1987-03-27,283,1987,0.2327173169,1987.2327173169,6,0,0,0,0,0,0,0,0,0,
1987-03-28,197,1987,0.2354551677,1987.2354551677,7,1,0,0,0,0,0,0,0,0,
1987-03-29,205,1987,0.2381930185,1987.2381930185,1,1,0,0,0,0,0,0,0,0,
1987-03-30,249,1987,0.2409308693,1987.2409308693,2,0,0,0,0,0,0,0,0,0,
1987-03-31,273,1987,0.2436687201,1987.2436687201,3,0,0,0,0,0,0,0,0,0,
1987-04-01,243,1987,0.2464065708,1987.2464065709,4,0,0,0,0,0,0,0,0,0,
1987-04-02,276,1987,0.2491444216,1987.2491444216,5,0,0,0,0,0,0,0,0,0,
1987-04-03,284,1987,0.2518822724,1987.2518822724,6,0,0,0,0,0,0,0,0,0,
1987-04-04,186,1987,0.2546201232,1987.2546201232,7,1,0,0,0,0,0,0,0,0,
1987-04-05,215,1987,0.257357974,1987.257357974,1,1,0,0,0,0,0,0,0,0,
1987-04-06,266,1987,0.2600958248,1987.2600958248,2,0,0,0,0,0,0,0,0,0,
1987-04-07,273,1987,0.2628336756,1987.2628336756,3,0,0,0,0,0,0,0,0,0,
1987-04-08,252,1987,0.2655715264,1987.2655715264,4,0,0,0,0,0,0,0,0,0,
1987-04-09,329,1987,0.2683093771,1987.2683093771,5,0,0,0,0,0,0,0,0,0,
1987-04-10,286,1987,0.2710472279,1987.2710472279,6,0,0,0,0,0,0,0,0,0,
1987-04-11,186,1987,0.2737850787,1987.2737850787,7,1,0,0,0,0,0,0,0,0,
1987-04-12,203,1987,0.2765229295,1987.2765229295,1,1,0,0,0,0,0,0,0,0,
1987-04-13,248,1987,0.2792607803,1987.2792607803,2,0,0,0,0,0,0,0,0,0,
1987-04-14,271,1987,0.2819986311,1987.2819986311,3,0,0,0,0,0,0,0,0,0,
1987-04-15,275,1987,0.2847364819,1987.2847364819,4,0,0,0,0,0,0,0,0,0,
1987-04-16,312,1987,0.2874743326,1987.2874743327,5,0,0,0,0,0,0,0,0,0,
1987-04-17,255,1987,0.2902121834,1987.2902121834,6,0,0,1,0,0,1,0,0,0,
1987-04-18,197,1987,0.2929500342,1987.2929500342,7,1,0,0,1,0,1,0,0,0,
1987-04-19,199,1987,0.295687885,1987.295687885,1,1,1,0,0,0,1,0,0,0,
1987-04-20,210,1987,0.2984257358,1987.2984257358,2,0,0,0,0,1,1,0,0,0,
1987-04-21,262,1987,0.3011635866,1987.3011635866,3,0,0,0,0,0,0,0,0,0,
1987-04-22,268,1987,0.3039014374,1987.3039014374,4,0,0,0,0,0,0,0,0,0,
1987-04-23,291,1987,0.3066392882,1987.3066392882,5,0,0,0,0,0,0,0,0,0,
1987-04-24,300,1987,0.3093771389,1987.309377139,6,0,0,0,0,0,0,0,0,0,
1987-04-25,191,1987,0.3121149897,1987.3121149897,7,1,0,0,0,0,0,0,0,0,
1987-04-26,187,1987,0.3148528405,1987.3148528405,1,1,0,0,0,0,0,0,0,0,
1987-04-27,235,1987,0.3175906913,1987.3175906913,2,0,0,0,0,0,0,0,0,0,
1987-04-28,269,1987,0.3203285421,1987.3203285421,3,0,0,0,0,0,0,0,0,0,
1987-04-29,263,1987,0.3230663929,1987.3230663929,4,0,0,0,0,0,0,0,0,0,
1987-04-30,298,1987,0.3258042437,1987.3258042437,5,0,0,0,0,0,0,0,0,0,
1987-05-01,273,1987,0.3285420945,1987.3285420945,6,0,0,0,0,0,0,0,0,0,
1987-05-02,173,1987,0.3312799452,1987.3312799453,7,1,0,0,0,0,0,0,0,0,
1987-05-03,184,1987,0.334017796,1987.334017796,1,1,0,0,0,0,0,0,0,0,
1987-05-04,263,1987,0.3367556468,1987.3367556468,2,0,0,0,0,0,0,0,0,0,
1987-05-05,286,1987,0.3394934976,1987.3394934976,3,0,0,0,0,0,0,0,0,0,
1987-05-06,258,1987,0.3422313484,1987.3422313484,4,0,0,0,0,0,0,0,0,0,
1987-05-07,247,1987,0.3449691992,1987.3449691992,5,0,0,0,0,0,0,0,0,0,
1987-05-08,282,1987,0.34770705,1987.34770705,6,0,0,0,0,0,0,0,0,0,
1987-05-09,169,1987,0.3504449008,1987.3504449008,7,1,0,0,0,0,0,0,0,0,
1987-05-10,204,1987,0.3531827515,1987.3531827515,1,1,0,0,0,0,0,0,0,0,
1987-05-11,256,1987,0.3559206023,1987.3559206023,2,0,0,0,0,0,0,0,0,0,
1987-05-12,255,1987,0.3586584531,1987.3586584531,3,0,0,0,0,0,0,0,0,0,
1987-05-13,252,1987,0.3613963039,1987.3613963039,4,0,0,0,0,0,0,0,0,0,
1987-05-14,280,1987,0.3641341547,1987.3641341547,5,0,0,0,0,0,0,0,0,0,
1987-05-15,284,1987,0.3668720055,1987.3668720055,6,0,0,0,0,0,0,0,0,0,
1987-05-16,174,1987,0.3696098563,1987.3696098563,7,1,0,0,0,0,0,0,0,0,
1987-05-17,193,1987,0.372347707,1987.3723477071,1,1,0,0,0,0,0,0,0,0,
1987-05-18,203,1987,0.3750855578,1987.3750855578,2,0,0,0,0,0,0,1,0,0,
1987-05-19,284,1987,0.3778234086,1987.3778234086,3,0,0,0,0,0,0,0,0,0,
1987-05-20,268,1987,0.3805612594,1987.3805612594,4,0,0,0,0,0,0,0,0,0,
1987-05-21,280,1987,0.3832991102,1987.3832991102,5,0,0,0,0,0,0,0,0,0,
1987-05-22,285,1987,0.386036961,1987.386036961,6,0,0,0,0,0,0,0,0,0,
1987-05-23,180,1987,0.3887748118,1987.3887748118,7,1,0,0,0,0,0,0,0,0,
1987-05-24,185,1987,0.3915126626,1987.3915126626,1,1,0,0,0,0,0,0,0,0,
1987-05-25,274,1987,0.3942505133,1987.3942505134,2,0,0,0,0,0,0,0,0,0,
1987-05-26,286,1987,0.3969883641,1987.3969883641,3,0,0,0,0,0,0,0,0,0,
1987-05-27,262,1987,0.3997262149,1987.3997262149,4,0,0,0,0,0,0,0,0,0,
1987-05-28,250,1987,0.4024640657,1987.4024640657,5,0,0,0,0,0,0,0,0,0,
1987-05-29,250,1987,0.4052019165,1987.4052019165,6,0,0,0,0,0,0,0,0,0,
1987-05-30,187,1987,0.4079397673,1987.4079397673,7,1,0,0,0,0,0,0,0,0,
1987-05-31,203,1987,0.4106776181,1987.4106776181,1,1,0,0,0,0,0,0,0,0,
1987-06-01,229,1987,0.4134154689,1987.4134154689,2,0,0,0,0,0,0,0,0,0,
1987-06-02,287,1987,0.4161533196,1987.4161533197,3,0,0,0,0,0,0,0,0,0,
1987-06-03,261,1987,0.4188911704,1987.4188911704,4,0,0,0,0,0,0,0,0,0,
1987-06-04,243,1987,0.4216290212,1987.4216290212,5,0,0,0,0,0,0,0,0,0,
1987-06-05,280,1987,0.424366872,1987.424366872,6,0,0,0,0,0,0,0,0,0,
1987-06-06,170,1987,0.4271047228,1987.4271047228,7,1,0,0,0,0,0,0,0,0,
1987-06-07,204,1987,0.4298425736,1987.4298425736,1,1,0,0,0,0,0,0,0,0,
1987-06-08,249,1987,0.4325804244,1987.4325804244,2,0,0,0,0,0,0,0,0,0,
1987-06-09,252,1987,0.4353182752,1987.4353182752,3,0,0,0,0,0,0,0,0,0,
1987-06-10,267,1987,0.4380561259,1987.438056126,4,0,0,0,0,0,0,0,0,0,
1987-06-11,241,1987,0.4407939767,1987.4407939767,5,0,0,0,0,0,0,0,0,0,
1987-06-12,260,1987,0.4435318275,1987.4435318275,6,0,0,0,0,0,0,0,0,0,
1987-06-13,185,1987,0.4462696783,1987.4462696783,7,1,0,0,0,0,0,0,0,0,
1987-06-14,172,1987,0.4490075291,1987.4490075291,1,1,0,0,0,0,0,0,0,0,
1987-06-15,259,1987,0.4517453799,1987.4517453799,2,0,0,0,0,0,0,0,0,0,
1987-06-16,270,1987,0.4544832307,1987.4544832307,3,0,0,0,0,0,0,0,0,0,
1987-06-17,272,1987,0.4572210815,1987.4572210815,4,0,0,0,0,0,0,0,0,0,
1987-06-18,284,1987,0.4599589322,1987.4599589322,5,0,0,0,0,0,0,0,0,0,
1987-06-19,266,1987,0.462696783,1987.462696783,6,0,0,0,0,0,0,0,0,0,
1987-06-20,173,1987,0.4654346338,1987.4654346338,7,1,0,0,0,0,0,0,0,0,
1987-06-21,178,1987,0.4681724846,1987.4681724846,1,1,0,0,0,0,0,0,0,0,
1987-06-22,283,1987,0.4709103354,1987.4709103354,2,0,0,0,0,0,0,0,0,0,
1987-06-23,268,1987,0.4736481862,1987.4736481862,3,0,0,0,0,0,0,0,0,0,
1987-06-24,229,1987,0.476386037,1987.476386037,4,0,0,0,0,0,0,0,0,0,
1987-06-25,302,1987,0.4791238877,1987.4791238878,5,0,0,0,0,0,0,0,0,0,
1987-06-26,257,1987,0.4818617385,1987.4818617385,6,0,0,0,0,0,0,0,0,0,
1987-06-27,184,1987,0.4845995893,1987.4845995893,7,1,0,0,0,0,0,0,0,0,
1987-06-28,173,1987,0.4873374401,1987.4873374401,1,1,0,0,0,0,0,0,0,0,
1987-06-29,232,1987,0.4900752909,1987.4900752909,2,0,0,0,0,0,0,0,0,0,
1987-06-30,270,1987,0.4928131417,1987.4928131417,3,0,0,0,0,0,0,0,0,0,
1987-07-01,260,1987,0.4955509925,1987.4955509925,4,0,0,0,0,0,0,0,0,0,
1987-07-02,254,1987,0.4982888433,1987.4982888433,5,0,0,0,0,0,0,0,0,0,
1987-07-03,245,1987,0.501026694,1987.5010266941,6,0,0,0,0,0,0,0,0,0,
1987-07-04,189,1987,0.5037645448,1987.5037645448,7,1,0,0,0,0,0,0,0,0,
1987-07-05,170,1987,0.5065023956,1987.5065023956,1,1,0,0,0,0,0,0,0,0,
1987-07-06,265,1987,0.5092402464,1987.5092402464,2,0,0,0,0,0,0,0,0,0,
1987-07-07,282,1987,0.5119780972,1987.5119780972,3,0,0,0,0,0,0,0,0,0,
1987-07-08,283,1987,0.514715948,1987.514715948,4,0,0,0,0,0,0,0,0,0,
1987-07-09,239,1987,0.5174537988,1987.5174537988,5,0,0,0,0,0,0,0,0,0,
1987-07-10,286,1987,0.5201916496,1987.5201916496,6,0,0,0,0,0,0,0,0,0,
1987-07-11,191,1987,0.5229295003,1987.5229295004,7,1,0,0,0,0,0,0,0,0,
1987-07-12,193,1987,0.5256673511,1987.5256673511,1,1,0,0,0,0,0,0,0,0,
1987-07-13,270,1987,0.5284052019,1987.5284052019,2,0,0,0,0,0,0,0,0,0,
1987-07-14,270,1987,0.5311430527,1987.5311430527,3,0,0,0,0,0,0,0,0,0,
1987-07-15,257,1987,0.5338809035,1987.5338809035,4,0,0,0,0,0,0,0,0,0,
1987-07-16,268,1987,0.5366187543,1987.5366187543,5,0,0,0,0,0,0,0,0,0,
1987-07-17,274,1987,0.5393566051,1987.5393566051,6,0,0,0,0,0,0,0,0,0,
1987-07-18,156,1987,0.5420944559,1987.5420944559,7,1,0,0,0,0,0,0,0,0,
1987-07-19,149,1987,0.5448323066,1987.5448323066,1,1,0,0,0,0,0,0,0,0,
1987-07-20,219,1987,0.5475701574,1987.5475701574,2,0,0,0,0,0,0,0,0,0,
1987-07-21,254,1987,0.5503080082,1987.5503080082,3,0,0,0,0,0,0,0,0,0,
1987-07-22,272,1987,0.553045859,1987.553045859,4,0,0,0,0,0,0,0,0,0,
1987-07-23,267,1987,0.5557837098,1987.5557837098,5,0,0,0,0,0,0,0,0,0,
1987-07-24,239,1987,0.5585215606,1987.5585215606,6,0,0,0,0,0,0,0,0,0,
1987-07-25,169,1987,0.5612594114,1987.5612594114,7,1,0,0,0,0,0,0,0,0,
1987-07-26,204,1987,0.5639972621,1987.5639972622,1,1,0,0,0,0,0,0,0,0,
1987-07-27,219,1987,0.5667351129,1987.5667351129,2,0,0,0,0,0,0,0,0,0,
1987-07-28,249,1987,0.5694729637,1987.5694729637,3,0,0,0,0,0,0,0,0,0,
1987-07-29,209,1987,0.5722108145,1987.5722108145,4,0,0,0,0,0,0,0,0,0,
1987-07-30,234,1987,0.5749486653,1987.5749486653,5,0,0,0,0,0,0,0,0,0,
1987-07-31,249,1987,0.5776865161,1987.5776865161,6,0,0,0,0,0,0,0,0,0,
1987-08-01,172,1987,0.5804243669,1987.5804243669,7,1,0,0,0,0,0,0,0,0,
1987-08-02,173,1987,0.5831622177,1987.5831622177,1,1,0,0,0,0,0,0,0,0,
1987-08-03,221,1987,0.5859000684,1987.5859000685,2,0,0,0,0,0,0,0,0,0,
1987-08-04,274,1987,0.5886379192,1987.5886379192,3,0,0,0,0,0,0,0,0,0,
1987-08-05,249,1987,0.59137577,1987.59137577,4,0,0,0,0,0,0,0,0,0,
1987-08-06,225,1987,0.5941136208,1987.5941136208,5,0,0,0,0,0,0,0,0,0,
1987-08-07,251,1987,0.5968514716,1987.5968514716,6,0,0,0,0,0,0,0,0,0,
1987-08-08,185,1987,0.5995893224,1987.5995893224,7,1,0,0,0,0,0,0,0,0,
1987-08-09,185,1987,0.6023271732,1987.6023271732,1,1,0,0,0,0,0,0,0,0,
1987-08-10,254,1987,0.605065024,1987.605065024,2,0,0,0,0,0,0,0,0,0,
1987-08-11,248,1987,0.6078028747,1987.6078028748,3,0,0,0,0,0,0,0,0,0,
1987-08-12,265,1987,0.6105407255,1987.6105407255,4,0,0,0,0,0,0,0,0,0,
1987-08-13,284,1987,0.6132785763,1987.6132785763,5,0,0,0,0,0,0,0,0,0,
1987-08-14,275,1987,0.6160164271,1987.6160164271,6,0,0,0,0,0,0,0,0,0,
1987-08-15,173,1987,0.6187542779,1987.6187542779,7,1,0,0,0,0,0,0,0,0,
1987-08-16,175,1987,0.6214921287,1987.6214921287,1,1,0,0,0,0,0,0,0,0,
1987-08-17,254,1987,0.6242299795,1987.6242299795,2,0,0,0,0,0,0,0,0,0,
1987-08-18,255,1987,0.6269678303,1987.6269678303,3,0,0,0,0,0,0,0,0,0,
1987-08-19,251,1987,0.629705681,1987.629705681,4,0,0,0,0,0,0,0,0,0,
1987-08-20,257,1987,0.6324435318,1987.6324435318,5,0,0,0,0,0,0,0,0,0,
1987-08-21,264,1987,0.6351813826,1987.6351813826,6,0,0,0,0,0,0,0,0,0,
1987-08-22,166,1987,0.6379192334,1987.6379192334,7,1,0,0,0,0,0,0,0,0,
1987-08-23,168,1987,0.6406570842,1987.6406570842,1,1,0,0,0,0,0,0,0,0,
1987-08-24,242,1987,0.643394935,1987.643394935,2,0,0,0,0,0,0,0,0,0,
1987-08-25,262,1987,0.6461327858,1987.6461327858,3,0,0,0,0,0,0,0,0,0,
1987-08-26,244,1987,0.6488706366,1987.6488706366,4,0,0,0,0,0,0,0,0,0,
1987-08-27,230,1987,0.6516084873,1987.6516084873,5,0,0,0,0,0,0,0,0,0,
1987-08-28,264,1987,0.6543463381,1987.6543463381,6,0,0,0,0,0,0,0,0,0,
1987-08-29,193,1987,0.6570841889,1987.6570841889,7,1,0,0,0,0,0,0,0,0,
1987-08-30,145,1987,0.6598220397,1987.6598220397,1,1,0,0,0,0,0,0,0,0,
1987-08-31,249,1987,0.6625598905,1987.6625598905,2,0,0,0,0,0,0,0,0,0,
1987-09-01,261,1987,0.6652977413,1987.6652977413,3,0,0,0,0,0,0,0,0,0,
1987-09-02,218,1987,0.6680355921,1987.6680355921,4,0,0,0,0,0,0,0,0,0,
1987-09-03,255,1987,0.6707734428,1987.6707734429,5,0,0,0,0,0,0,0,0,0,
1987-09-04,240,1987,0.6735112936,1987.6735112936,6,0,0,0,0,0,0,0,0,0,
1987-09-05,178,1987,0.6762491444,1987.6762491444,7,1,0,0,0,0,0,0,0,0,
1987-09-06,177,1987,0.6789869952,1987.6789869952,1,1,0,0,0,0,0,0,0,0,
1987-09-07,189,1987,0.681724846,1987.681724846,2,0,0,0,0,0,0,0,1,0,
1987-09-08,254,1987,0.6844626968,1987.6844626968,3,0,0,0,0,0,0,0,0,0,
1987-09-09,285,1987,0.6872005476,1987.6872005476,4,0,0,0,0,0,0,0,0,0,
1987-09-10,272,1987,0.6899383984,1987.6899383984,5,0,0,0,0,0,0,0,0,0,
1987-09-11,267,1987,0.6926762491,1987.6926762492,6,0,0,0,0,0,0,0,0,0,
1987-09-12,189,1987,0.6954140999,1987.6954140999,7,1,0,0,0,0,0,0,0,0,
1987-09-13,170,1987,0.6981519507,1987.6981519507,1,1,0,0,0,0,0,0,0,0,
1987-09-14,263,1987,0.7008898015,1987.7008898015,2,0,0,0,0,0,0,0,0,0,
1987-09-15,264,1987,0.7036276523,1987.7036276523,3,0,0,0,0,0,0,0,0,0,
1987-09-16,266,1987,0.7063655031,1987.7063655031,4,0,0,0,0,0,0,0,0,0,
1987-09-17,248,1987,0.7091033539,1987.7091033539,5,0,0,0,0,0,0,0,0,0,
1987-09-18,252,1987,0.7118412047,1987.7118412047,6,0,0,0,0,0,0,0,0,0,
1987-09-19,170,1987,0.7145790554,1987.7145790555,7,1,0,0,0,0,0,0,0,0,
1987-09-20,174,1987,0.7173169062,1987.7173169062,1,1,0,0,0,0,0,0,0,0,
1987-09-21,227,1987,0.720054757,1987.720054757,2,0,0,0,0,0,0,0,0,0,
1987-09-22,261,1987,0.7227926078,1987.7227926078,3,0,0,0,0,0,0,0,0,0,
1987-09-23,295,1987,0.7255304586,1987.7255304586,4,0,0,0,0,0,0,0,0,0,
1987-09-24,260,1987,0.7282683094,1987.7282683094,5,0,0,0,0,0,0,0,0,0,
1987-09-25,242,1987,0.7310061602,1987.7310061602,6,0,0,0,0,0,0,0,0,0,
1987-09-26,187,1987,0.733744011,1987.733744011,7,1,0,0,0,0,0,0,0,0,
1987-09-27,195,1987,0.7364818617,1987.7364818617,1,1,0,0,0,0,0,0,0,0,
1987-09-28,268,1987,0.7392197125,1987.7392197125,2,0,0,0,0,0,0,0,0,0,
1987-09-29,270,1987,0.7419575633,1987.7419575633,3,0,0,0,0,0,0,0,0,0,
1987-09-30,288,1987,0.7446954141,1987.7446954141,4,0,0,0,0,0,0,0,0,0,
1987-10-01,232,1987,0.7474332649,1987.7474332649,5,0,0,0,0,0,0,0,0,0,
1987-10-02,225,1987,0.7501711157,1987.7501711157,6,0,0,0,0,0,0,0,0,0,
1987-10-03,172,1987,0.7529089665,1987.7529089665,7,1,0,0,0,0,0,0,0,0,
1987-10-04,179,1987,0.7556468172,1987.7556468173,1,1,0,0,0,0,0,0,0,0,
1987-10-05,219,1987,0.758384668,1987.758384668,2,0,0,0,0,0,0,0,0,0,
1987-10-06,233,1987,0.7611225188,1987.7611225188,3,0,0,0,0,0,0,0,0,0,
1987-10-07,208,1987,0.7638603696,1987.7638603696,4,0,0,0,0,0,0,0,0,0,
1987-10-08,247,1987,0.7665982204,1987.7665982204,5,0,0,0,0,0,0,0,0,0,
1987-10-09,258,1987,0.7693360712,1987.7693360712,6,0,0,0,0,0,0,0,0,0,
1987-10-10,180,1987,0.772073922,1987.772073922,7,1,0,0,0,0,0,0,0,0,
1987-10-11,160,1987,0.7748117728,1987.7748117728,1,1,0,0,0,0,0,0,0,0,
1987-10-12,157,1987,0.7775496235,1987.7775496236,2,0,0,0,0,0,0,0,0,1,
1987-10-13,235,1987,0.7802874743,1987.7802874743,3,0,0,0,0,0,0,0,0,0,
1987-10-14,253,1987,0.7830253251,1987.7830253251,4,0,0,0,0,0,0,0,0,0,
1987-10-15,269,1987,0.7857631759,1987.7857631759,5,0,0,0,0,0,0,0,0,0,
1987-10-16,222,1987,0.7885010267,1987.7885010267,6,0,0,0,0,0,0,0,0,0,
1987-10-17,170,1987,0.7912388775,1987.7912388775,7,1,0,0,0,0,0,0,0,0,
1987-10-18,162,1987,0.7939767283,1987.7939767283,1,1,0,0,0,0,0,0,0,0,
1987-10-19,251,1987,0.7967145791,1987.7967145791,2,0,0,0,0,0,0,0,0,0,
1987-10-20,213,1987,0.7994524298,1987.7994524299,3,0,0,0,0,0,0,0,0,0,
1987-10-21,228,1987,0.8021902806,1987.8021902806,4,0,0,0,0,0,0,0,0,0,
1987-10-22,251,1987,0.8049281314,1987.8049281314,5,0,0,0,0,0,0,0,0,0,
1987-10-23,248,1987,0.8076659822,1987.8076659822,6,0,0,0,0,0,0,0,0,0,
1987-10-24,166,1987,0.810403833,1987.810403833,7,1,0,0,0,0,0,0,0,0,
1987-10-25,177,1987,0.8131416838,1987.8131416838,1,1,0,0,0,0,0,0,0,0,
1987-10-26,210,1987,0.8158795346,1987.8158795346,2,0,0,0,0,0,0,0,0,0,
1987-10-27,218,1987,0.8186173854,1987.8186173854,3,0,0,0,0,0,0,0,0,0,
1987-10-28,227,1987,0.8213552361,1987.8213552361,4,0,0,0,0,0,0,0,0,0,
1987-10-29,229,1987,0.8240930869,1987.8240930869,5,0,0,0,0,0,0,0,0,0,
1987-10-30,253,1987,0.8268309377,1987.8268309377,6,0,0,0,0,0,0,0,0,0,
1987-10-31,173,1987,0.8295687885,1987.8295687885,7,1,0,0,0,0,0,0,0,0,
1987-11-01,150,1987,0.8323066393,1987.8323066393,1,1,0,0,0,0,0,0,0,0,
1987-11-02,206,1987,0.8350444901,1987.8350444901,2,0,0,0,0,0,0,0,0,0,
1987-11-03,255,1987,0.8377823409,1987.8377823409,3,0,0,0,0,0,0,0,0,0,
1987-11-04,242,1987,0.8405201916,1987.8405201917,4,0,0,0,0,0,0,0,0,0,
1987-11-05,228,1987,0.8432580424,1987.8432580424,5,0,0,0,0,0,0,0,0,0,
1987-11-06,284,1987,0.8459958932,1987.8459958932,6,0,0,0,0,0,0,0,0,0,
1987-11-07,156,1987,0.848733744,1987.848733744,7,1,0,0,0,0,0,0,0,0,
1987-11-08,164,1987,0.8514715948,1987.8514715948,1,1,0,0,0,0,0,0,0,0,
1987-11-09,235,1987,0.8542094456,1987.8542094456,2,0,0,0,0,0,0,0,0,0,
1987-11-10,225,1987,0.8569472964,1987.8569472964,3,0,0,0,0,0,0,0,0,0,
1987-11-11,248,1987,0.8596851472,1987.8596851472,4,0,0,0,0,0,0,0,0,0,
1987-11-12,241,1987,0.8624229979,1987.862422998,5,0,0,0,0,0,0,0,0,0,
1987-11-13,227,1987,0.8651608487,1987.8651608487,6,0,0,0,0,0,0,0,0,0,
1987-11-14,169,1987,0.8678986995,1987.8678986995,7,1,0,0,0,0,0,0,0,0,
1987-11-15,164,1987,0.8706365503,1987.8706365503,1,1,0,0,0,0,0,0,0,0,
1987-11-16,232,1987,0.8733744011,1987.8733744011,2,0,0,0,0,0,0,0,0,0,
