arsenic,dist,assoc,educ,switch
0.05,12.962,1,0,0
0.05,28.249,0,5,0
0.05,4.155,0,10,0
0.05,3.901,1,5,0
0.13,4.351,1,8,0
0.09,13.397,1,7,0
0.11,37.776,0,5,1
0.08,6.618,1,7,0
0.07,2.26,0,10,0
0.07,9.02,0,0,0
0.1,9.735,0,0,0
0.05,4.144,0,0,0
0.07,5.434,1,0,1
0.1,9.932,0,0,0
0.05,8.665,0,2,0
0.06,3.442,1,13,0
0.07,12.786,1,7,0
0.05,5.83,0,10,0
0.56,32.147,1,10,1
1.58,39.341,0,7,1
0.29,9.391,0,5,0
0.08,9.574,1,0,0
0.07,5.064,1,10,0
0.1,5.465,0,10,1
0.12,5.104,0,5,0
0.13,9.96,0,0,0
0.1,4.268,1,9,0
0.09,15.455,1,0,0
0.07,3.21,1,10,0
0.14,2.441,1,6,0
0.09,4.938,1,5,0
0.11,7.57,1,5,0
0.09,20.865,0,4,0
0.09,8.274,0,4,0
0.05,1.024,0,0,0
0.05,11.376,0,0,1
0.05,13.383,1,0,0
0.05,8.525,1,0,0
0.05,5.856,0,8,0
0.05,24.929,0,10,1
0.36,17.256,0,5,0
0.05,13.396,0,8,0
0.05,5.312,1,3,0
0.05,8.921,1,10,0
0.05,7.734,0,5,0
1.83,10.125,0,10,0
0.06,7.989,0,10,1
0.05,3.531,1,0,0
0.05,5.131,1,5,0
0.05,6.623,0,3,0
0.05,7.195,1,0,0
0.05,7.234,1,10,0
0.05,8.832,1,5,0
0.05,10.645,1,0,0
0.05,12.622,1,3,0
0.05,1.762,1,3,0
0.05,11.245,0,0,0
0.05,2.459,1,6,0
0.05,10.292,0,10,0
0.09,30.333,0,0,0
0.05,7.673,0,9,0
0.05,9.415,1,10,0
0.83,29.329,1,5,1
0.05,1.884,0,7,0
1.08,20.611,1,10,1
0.05,28.207,0,10,0
0.05,5.608,1,0,1
0.05,7.023,0,10,0
0.05,25.448,1,5,0
1.28,19.885,1,2,1
0.05,18.969,0,5,0
0.05,24.912,0,8,0
0.35,1.506,0,8,1
0.9,4.119,1,11,1
0.05,18.288,0,9,0
0.48,7.884,0,9,0
0.05,8.679,0,0,0
0.07,5.744,0,0,0
0.05,1.807,0,0,0
0.1,16.673,0,10,0
1.23,12.713,1,0,1
0.05,5.228,0,10,0
0.05,7.339,0,10,0
0.05,2.22,1,10,0
0.23,3.753,0,5,1
0.52,13.593,0,12,1
0.96,19.543,1,5,1
1.26,16.85,1,0,1
1.19,20.389,1,7,0
0.07,9.499,0,0,1
0.55,16.936,1,10,1
0.63,7.192,1,6,1
0.97,8.06,0,10,1
1.39,17.246,0,12,0
0.05,9.154,0,5,0
0.05,9.019,0,9,0
0.05,8.88,1,0,0
0.05,5.325,1,5,0
0.05,8.349,1,0,0
1.25,7.012,1,0,0
0.05,1.806,0,6,0
0.05,18.628,0,8,0
0.05,15.7,1,5,0
0.05,5.203,1,0,0
0.05,6.243,0,4,0
0.05,11.475,0,0,0
0.05,2.419,0,0,0
0.05,6.738,0,0,0
0.05,4.249,1,0,0
0.05,3.464,1,3,0
0.05,5.306,1,0,0
0.05,4.046,1,4,1
0.05,1.861,1,0,0
0.05,14.516,1,9,0
0.05,4.567,1,0,0
0.05,3.112,1,3,1
0.05,28.562,1,0,0
0.05,12.447,0,3,0
0.05,3.753,1,0,0
0.26,3.22,0,7,0
0.05,4.548,0,0,0
0.05,9.241,0,0,1
0.05,3.94,0,0,0
0.05,4.59,1,5,0
0.05,23.009,0,12,0
0.05,10.072,0,0,0
0.05,7.553,0,0,0
0.05,3.164,1,0,0
0.05,6.326,0,0,0
0.05,3.977,0,0,0
0.05,14.379,0,5,1
0.05,5.771,0,0,0
0.05,13.456,0,0,0
0.05,1.173,1,5,0
0.05,14.39,1,8,0
0.05,6.379,0,0,0
0.05,6.669,1,0,0
0.05,13.136,1,0,0
0.05,3.262,1,10,0
0.05,2.309,1,3,0
0.05,8.417,0,0,0
0.05,8.984,1,0,0
0.05,3.186,0,9,0
0.05,15.166,1,5,0
0.16,5.325,1,0,0
0.97,63.15,0,5,1
1.46,57.361,0,0,1
0.72,34.439,0,10,1
0.25,14.558,0,6,1
0.05,12.241,0,0,0
0.05,15.97,0,0,1
0.05,3.368,1,0,0
0.05,12.809,1,5,1
0.05,11.271,0,0,0
0.05,27.966,1,12,0
0.05,29.573,0,12,0
0.05,8.92,0,0,0
0.05,4.072,1,6,0
0.05,9.031,1,0,0
0.05,24.985,0,10,0
0.05,7.335,1,9,0
0.05,6.301,1,0,0
0.05,3.195,1,0,1
0.05,9.453,1,5,0
0.05,23.673,1,5,1
0.05,13.661,1,6,0
0.05,10.759,0,0,0
0.05,13.834,0,0,0
0.05,5.413,1,4,0
0.05,13.097,0,5,0
0.05,9.564,0,5,1
0.05,6.051,0,5,0
0.05,10.45,0,5,1
0.05,18.506,1,8,0
0.05,25.034,1,5,0
0.05,15.55,0,10,0
0.05,21.162,0,0,0
0.05,9.326,1,0,0
0.05,9.126,0,10,1
0.05,26.342,0,6,0
0.05,26.537,0,0,0
0.05,5.823,0,10,0
0.05,2.406,0,10,0
0.05,9.448,0,5,0
0.05,13.034,0,12,1
0.05,2.142,0,12,0
0.05,6.785,0,0,0
0.05,10.536,0,5,0
0.05,16.053,0,10,0
0.19,5.614,0,10,1
0.05,12.67,1,0,0
0.05,8.901,1,2,0
0.05,16.026,0,0,0
0.05,8.644,1,0,0
0.05,8.646,0,0,0
0.05,12.984,0,2,0
0.05,5.772,0,10,0
0.34,3.157,1,4,1
0.05,2.595,1,5,0
0.05,6.664,1,5,1
0.05,6.009,1,4,0
0.05,8.321,1,2,0
0.38,5.798,1,5,0
0.07,13.583,1,5,0
0.34,5.847,1,7,0
0.05,26.176,0,5,0
3.74,2.454,1,0,0
0.05,13.071,1,8,0
5.24,36.409,0,10,0
0.05,29.971,0,7,0
0.05,35.042,0,10,0
0.05,30.424,0,10,0
0.05,31.399,0,10,0
0.05,14.089,0,0,1
0.05,33.372,1,0,0
0.05,20.993,1,0,0
0.05,13.372,1,7,0
0.05,27.27,0,8,0
0.05,20.241,0,0,0
0.05,24.997,0,10,0
0.05,21.489,0,10,0
0.05,5.758,0,6,0
0.05,20.865,0,6,0
0.05,26.399,0,6,0
0.05,12.804,0,4,0
0.05,14.95,0,8,0
0.05,29.837,0,7,0
0.05,16.492,0,0,0
0.05,19.174,0,7,0
0.05,20.504,1,10,0
0.05,10.995,0,0,0
0.05,2.811,0,0,0
0.05,4.284,0,9,0
0.05,13.811,0,9,0
0.05,11.466,0,10,0
0.05,15.526,0,0,0
0.05,3.198,0,8,0
0.05,2.801,0,8,0
0.05,20.13,0,10,0
0.05,11.726,0,0,0
0.05,11.985,0,12,1
0.05,10.95,0,9,0
1.21,9.213,0,9,1
0.09,11.249,0,9,0
0.05,18.886,0,0,0
0.05,15.449,0,11,0
0.05,5.934,0,6,0
0.05,7.882,0,9,0
0.05,7.089,0,8,0
0.05,18.991,0,8,0
0.05,17.079,0,10,0
0.05,6.535,0,6,0
0.05,11.732,0,10,0
0.05,8.669,0,10,0
0.05,8.612,0,10,0
0.24,15.6,0,12,1
0.05,12.651,0,8,0
0.11,16.766,0,12,0
0.06,19.77,0,4,1
0.06,8.087,0,5,0
0.13,7.083,1,5,1
0.05,4.653,0,10,1
0.05,8.464,0,10,0
0.05,13.775,0,10,0
0.38,15.475,0,10,1
0.27,6.077,0,0,0
0.56,14.378,0,0,0
0.16,11.697,1,9,0
0.16,10.771,1,12,1
0.37,18.008,0,8,0
0.58,52.631,0,5,1
0.17,2.571,0,0,1
0.08,15.908,1,0,0
0.53,10.449,1,2,0
0.36,22.137,1,0,0
0.18,14.808,0,0,0
0.21,12.227,0,3,0
1.64,50.491,0,3,0
0.2,24.44,1,5,0
0.15,23.478,0,10,0
0.73,7.503,0,0,0
0.4,33.815,0,0,0
1.09,15.662,0,0,0
0.33,3.942,0,8,0
0.29,30.768,0,0,0
0.05,29.812,0,0,0
0.08,21.129,0,0,0
0.05,17.242,1,5,1
0.05,5.587,1,0,0
0.05,16.205,0,0,0
0.05,27.427,1,3,0
0.05,16.096,0,0,1
0.05,5.804,0,0,0
0.49,22.139,1,10,0
0.05,4.251,0,0,0
0.05,9.272,1,0,1
1.44,12.393,1,0,1
1.08,19.939,1,5,1
0.82,17.345,0,0,1
0.9,17.159,0,5,0
0.5,3.191,0,5,0
0.05,10.871,0,4,1
0.05,5.069,1,5,0
0.05,5.135,0,5,0
0.05,14.358,0,5,0
1.49,12.519,0,8,1
0.05,12.794,1,8,0
0.08,8.706,0,0,1
1.28,0.926,1,5,0
0.52,2.791,0,0,1
0.05,18.513,0,5,1
0.05,4.457,1,6,0
0.66,12.341,0,5,1
0.05,14.731,1,0,0
0.05,17.742,1,0,0
0.05,23.12,0,0,0
0.05,28.335,1,0,0
0.05,26.738,1,0,0
0.05,22.375,1,0,0
0.05,13.288,1,0,1
0.05,2.005,1,3,0
0.23,9.891,1,0,1
0.05,24.499,0,0,0
0.05,23.958,0,8,0
0.91,22.198,0,8,1
0.41,17.206,1,5,1
0.77,24.689,1,9,1
0.12,35.485,1,7,0
0.46,26.829,1,5,0
0.82,27.157,0,10,1
0.05,16.741,1,14,0
0.2,21.336,0,8,0
0.05,20.628,0,14,0
0.74,12.015,0,14,1
0.45,16.076,0,5,0
1.55,30.017,0,10,1
2.18,15.941,0,10,1
0.95,26.872,0,12,1
1.44,24.865,0,12,1
1.07,20.203,0,10,1
0.5,6.195,0,5,0
0.05,24.609,0,10,0
0.05,30.707,0,10,0
0.06,28.177,0,7,0
0.05,13.652,0,10,0
0.33,21.842,1,5,1
0.06,24.934,1,0,0
0.05,15.282,0,3,0
0.13,6.32,1,5,0
0.05,26.428,1,3,0
0.05,20.379,0,10,0
0.14,5.603,0,4,1
0.25,5.375,0,8,0
1.07,8.584,1,0,1
1.44,26.536,1,8,0
1.37,41,1,0,1
0.05,54.356,0,13,0
0.98,46.439,1,8,1
0.62,3.032,0,3,1
0.63,36.773,0,5,1
2.17,41.71,0,5,1
2.84,52.902,0,5,1
0.9,34.654,1,0,1
1.85,43.426,1,0,1
0.07,28.159,1,9,0
0.05,15.903,0,7,0
1.44,28.477,1,10,1
1.03,9.64,0,10,1
0.05,8.973,0,8,0
0.63,11.974,1,0,1
0.21,21.573,0,0,0
0.05,11.637,1,7,0
1.46,7.277,0,10,1
2.21,19.321,0,5,0
0.33,10.074,0,5,0
0.37,10.512,1,0,0
1.01,6.507,0,0,1
0.77,25.952,0,0,1
0.39,40.241,0,0,0
0.64,16.858,0,9,1
0.26,7.477,0,7,0
0.05,13.577,1,0,1
0.14,10.763,1,0,0
0.27,21.066,1,8,0
0.16,20.685,1,0,0
0.13,19.753,0,8,0
0.13,20.32,0,5,0
0.66,19.265,0,7,1
0.5,34.238,1,5,1
0.34,13.737,0,7,0
0.08,25.593,1,3,1
0.19,16.685,1,6,0
0.73,39.6,0,5,1
0.09,18.703,0,12,0
0.6,72.833,0,0,0
0.45,57.685,0,0,0
0.86,63.325,0,9,1
1.51,37.222,0,0,1
0.15,5.878,1,8,1
1,22.182,1,5,0
1.75,24.183,1,10,1
0.05,18.788,1,10,1
1.76,24.691,1,2,0
1.02,26.795,0,5,0
0.05,26.593,0,10,0
0.05,22.668,0,10,0
1.8,5.285,0,10,1
0.5,4.611,0,10,0
0.05,75.034,1,7,1
2.99,31.439,0,6,0
0.21,23.457,0,0,0
0.05,31.939,0,7,0
0.87,66.958,1,0,1
0.16,11.635,0,0,0
0.05,14.571,0,0,1
1.19,13.23,0,10,1
3.26,23.03,1,3,1
0.05,23.632,0,7,0
6.53,36.414,1,12,1
4.22,30.619,0,12,1
0.11,19.647,1,3,0
3.67,12.48,1,6,0
0.36,4.102,0,7,0
3.58,5.388,0,10,1
3.21,7.759,0,3,1
0.05,23.98,0,4,1
3.52,42.087,0,12,1
3.32,6.39,0,12,1
0.05,27.671,0,13,0
2,14.624,0,0,1
2.89,11.283,0,8,1
3.12,11.567,0,8,1
0.13,17.999,0,8,0
2.13,86.018,0,6,1
1.68,9.561,0,5,1
3.6,32.511,0,5,1
0.88,28.654,1,7,0
0.05,41.949,0,5,1
2.72,32.688,0,5,1
2.19,21.887,0,12,1
0.05,20.171,0,6,1
2.69,41.075,0,5,1
3.36,41.854,0,0,1
0.05,29.645,0,0,1
0.06,28.921,1,0,0
1.69,16.717,0,10,1
0.05,11.671,0,10,0
0.05,7.809,0,10,0
2.18,27.585,0,8,1
0.05,11.762,0,7,0
0.07,15.603,0,8,0
0.27,5.494,0,8,0
0.05,9.26,1,4,0
0.05,10.915,0,8,1
1.36,10.471,0,0,0
0.05,42.841,0,5,0
3.46,34.269,0,9,1
2.88,24.098,0,0,1
0.05,27.017,0,5,0
2.1,10.965,0,0,1
0.05,10.505,0,10,0
0.05,14.104,0,9,0
2.45,5.014,0,0,1
0.05,29.871,0,5,1
2.98,32.11,0,5,1
2.27,27.539,0,0,1
2.37,32.462,0,5,1
1.67,14.043,1,9,1
2.08,11.095,0,0,1
2.17,8.182,1,5,1
2.18,3.675,1,8,1
1.92,16.353,1,0,1
0.37,14.162,0,8,0
2.27,4.954,0,16,1
0.23,3.824,0,5,0
0.23,16.566,0,7,0
0.05,6.977,0,7,0
0.05,11.264,1,9,0
0.13,22.346,0,12,0
2.61,22.686,0,0,1
2.03,32.12,0,5,1
5.06,15.08,0,0,1
2.38,5.256,0,5,1
0.05,6.228,0,5,0
2.96,19.842,1,9,1
0.05,32.3,0,0,0
0.05,22.997,0,10,0
3.12,22.29,0,10,1
1.67,46.035,0,7,0
2.39,23.838,0,0,1
2.66,28.579,0,0,1
3.21,18.196,0,5,1
0.05,18.945,0,0,0
3.31,20.133,0,6,1
5.41,11.693,0,6,1
5.24,18.321,1,5,1
2.41,25.029,1,3,0
0.62,20.168,0,0,0
1.28,15.564,0,2,1
0.05,23.516,0,3,0
2.43,31.949,1,4,0
2.39,15.6,0,6,1
2.04,19.07,1,4,1
2.18,32.571,0,4,1
2.31,31.527,0,0,1
0.05,33.261,0,5,0
2.46,17.618,1,0,1
1.92,33.631,0,0,0
3.26,37.979,1,7,1
1.85,28.791,1,0,1
0.13,41.804,0,0,0
2.05,19.281,1,0,1
1.65,30.768,1,0,1
2.29,53.662,1,0,1
0.61,63.655,1,0,1
1.99,57.286,0,0,1
3.56,55.409,0,0,1
1.98,45.252,0,0,1
2.06,32.879,1,0,1
1.7,27.058,1,5,1
2.02,23.821,0,0,1
2.13,48.774,1,3,1
0.05,8.225,0,0,0
0.05,13.662,0,10,0
4.98,11.325,0,5,1
0.05,1.646,0,7,0
0.05,19.755,0,10,0
0.67,5.229,0,8,0
3.34,23.849,0,6,1
0.09,18.74,1,0,0
1.14,28.757,1,0,1
0.16,26.029,1,5,0
0.05,10.995,0,5,0
2.32,13.451,0,4,1
0.05,22.991,0,5,0
1.88,31.236,0,5,1
4.62,60.357,0,5,1
2.82,62.34,0,0,0
2.47,32.265,0,5,0
2.86,41.302,0,0,0
3.26,42.299,0,5,1
0.92,54.231,1,0,0
1.46,45.222,0,5,0
2.86,60.255,1,5,0
3.27,66.324,0,5,0
3.45,64.794,1,5,0
4.46,37.873,0,8,0
3.32,28.89,1,5,0
4.78,46.612,0,5,0
3.86,52.729,0,0,0
2.97,58.011,0,10,0
2.72,48.076,0,5,0
3.01,40.093,0,0,1
1.29,71.387,1,12,0
1.95,74.273,0,0,0
5.28,50.115,0,5,1
6,70.618,0,0,1
3.36,75.322,1,5,1
2.61,59.58,0,5,1
2.39,80.665,0,0,1
1.09,44.377,0,12,1
3.75,33.994,0,6,1
1.24,46.546,0,0,1
0.41,41.936,0,10,0
4.74,47.731,0,5,0
4.25,37.446,0,0,0
1.36,20.394,0,5,1
3.41,30.16,1,5,1
2.72,18.01,0,8,1
3.05,26.855,0,0,1
2.6,35.425,1,7,1
0.17,48.949,0,0,0
2.64,57.672,0,0,0
3.34,82.634,0,6,0
3.28,68.599,0,10,1
3.62,113.284,1,8,0
0.85,107.958,1,7,1
3.12,72.676,0,7,0
1.83,74.749,1,7,1
2.98,70.422,1,5,0
2.79,60.28,1,5,0
2.24,22.098,0,0,0
0.42,37.507,1,10,0
1.74,49.489,1,0,1
1.56,54.984,1,9,1
1.35,28.625,0,10,1
1.95,2.849,0,10,1
1.7,3.38,0,8,1
1.15,29.781,0,5,1
0.48,32.229,0,5,0
0.21,33.721,0,5,0
0.46,20.222,0,5,0
1.98,17.802,1,5,0
0.17,71.265,0,6,0
0.96,20.201,0,6,1
1,18.551,0,5,1
0.79,11.78,0,0,1
1.48,22.399,0,0,1
0.87,12.525,0,0,0
0.63,140.118,0,0,1
1.21,158.485,0,0,0
2.05,150.769,0,0,1
2.96,172.522,0,0,0
1.4,152.029,0,0,1
2.64,151.039,0,0,1
1.95,165.416,0,0,1
3.31,168.217,0,0,1
5.54,167.084,0,0,0
0.39,4.863,0,10,0
1.12,25.578,0,0,1
2.18,33.3,0,6,1
3.02,32.205,0,5,1
1.77,18.048,1,0,0
1.46,25.306,0,5,1
0.09,8.904,0,12,0
1.38,10.304,1,0,1
1.63,18.185,1,0,1
1.33,10.104,1,0,1
3.48,37.522,1,5,0
1.95,15.417,0,5,1
1.61,15.411,1,0,1
0.84,4.341,0,7,1
2.65,20.567,0,5,1
1.56,33.679,0,6,1
0.69,5.734,0,7,1
2.31,27.519,1,0,1
1.14,35.158,1,0,1
1.98,13.567,0,5,1
1.82,6.309,0,10,1
0.25,23.241,1,0,0
1.09,43.529,0,6,0
0.56,62.4,0,7,1
2.18,20.937,0,0,0
0.1,14.77,0,7,0
2.05,6.043,0,6,1
1.31,20.483,1,0,0
1.06,29.876,1,0,0
1.25,23.103,1,0,0
0.87,39.823,0,0,0
1.32,52.357,1,0,1
1.84,48.53,1,0,1
0.95,23.987,1,0,1
0.05,18.959,0,10,0
1.12,44.641,1,5,1
0.4,34.498,1,0,0
1.32,25.42,1,5,1
0.83,13.288,1,0,1
1.06,21.895,1,7,1
0.17,25.762,0,8,0
0.13,28.292,0,8,0
0.81,63.995,1,0,1
0.57,86.291,1,0,0
2,88.752,0,4,1
1.22,65.636,0,0,1
0.46,4.01,0,7,0
3.18,10.036,1,5,1
1.91,95.302,0,6,0
1.41,67.492,0,6,1
1.57,58.634,0,6,0
1.11,58.211,0,6,0
1.3,77.882,0,0,0
1.28,82.853,1,5,1
1.05,106.017,0,6,0
0.95,118.441,0,7,0
1.68,119.6,1,0,1
1.26,118.359,0,0,1
1.34,81.012,0,5,0
0.83,19.635,0,5,1
0.19,37.299,0,5,0
1.07,64.357,1,10,1
1,46.866,0,5,1
0.81,33.78,0,4,1
1.02,39.647,0,5,0
0.79,23.145,1,5,0
0.8,11.367,1,8,0
0.91,16.686,0,7,1
0.83,16.439,0,7,0
0.98,8.03,0,0,0
0.25,36.159,0,5,0
1.24,35.919,0,8,1
1.13,46.069,0,0,0
0.68,222.706,0,5,0
1.56,184.079,0,10,0
1.57,131.105,0,5,0
0.4,49.155,1,0,0
4.42,36.201,1,6,1
1.48,42.918,1,0,1
0.9,35.384,1,5,1
1.49,185.39,0,8,0
1.37,41.703,1,0,0
1.13,63.901,1,0,0
1.21,33.267,1,0,0
1.13,21.769,1,0,0
0.86,16.321,1,0,0
1.06,19.987,1,10,0
0.67,46.268,0,0,1
0.89,53.479,1,0,0
0.95,58.513,0,0,0
1.46,10.242,1,0,1
1.27,47.471,0,0,1
1.36,73.425,0,5,1
1.14,61.352,1,0,1
0.87,93.598,1,0,1
1.37,46.531,1,0,0
1.27,64.021,1,5,1
0.8,33.584,1,5,1
0.94,39.147,0,10,1
0.82,42.839,1,0,0
2.42,26.769,0,16,1
2.81,18.7,0,16,1
3.48,22.259,0,16,1
2.32,24.301,0,16,1
0.47,5.072,0,16,0
1.85,29.373,0,16,1
3.83,18.76,1,5,0
0.38,10.013,0,0,1
0.42,5.621,0,0,0
0.3,6.102,0,0,0
0.41,8.334,0,0,0
1.17,22.193,1,5,0
0.38,18.981,1,5,0
1.41,17.004,0,0,1
0.46,1.889,1,10,0
0.46,4.125,0,0,0
0.96,38.61,0,0,1
0.57,7.804,0,0,0
1.93,15.01,0,0,1
0.37,15.066,0,5,0
0.43,3.535,1,0,0
1.19,79.944,0,4,1
0.74,43.569,0,8,0
0.81,50.167,0,8,1
0.71,24.212,0,0,1
0.94,11.519,0,3,1
1.52,40.631,1,7,1
2.67,40.636,0,12,1
1.56,29.036,0,9,1
2.35,19.265,1,8,1
0.32,21.718,0,6,0
2.61,32.787,1,0,1
1.23,33.052,1,0,0
1.82,44.215,0,5,1
1.42,67.248,0,0,0
0.66,17.351,1,0,1
1.97,48.369,0,12,1
0.92,147.864,0,0,1
2,130.874,1,0,0
0.17,5.692,1,7,0
0.94,9.787,0,0,0
0.27,20.986,0,6,1
1.9,177.331,1,10,0
2.26,218.542,0,10,1
1.79,307.791,1,0,0
3.11,272.38,0,10,1
0.22,6.474,1,4,0
4.48,29.007,0,0,1
0.85,37.467,1,0,1
0.68,26.215,0,7,0
2.21,35.224,0,10,0
2.41,37.461,0,4,1
1,24.262,0,6,1
2.25,9.574,1,7,1
1.32,50.246,0,0,0
0.53,15.289,0,0,0
0.48,8.426,0,5,0
0.61,19.161,0,0,0
0.64,31.122,0,5,0
2.5,32.963,0,5,0
0.25,15.79,0,10,0
0.33,15.626,0,5,0
0.99,30.422,0,0,0
3.23,40.221,0,0,1
0.78,47.132,1,12,1
0.72,59.276,1,12,1
0.89,31.262,0,12,1
2.94,28.19,0,5,1
0.41,8.077,1,0,0
1.64,20.544,1,0,0
1.18,20.582,1,0,1
0.68,38.261,1,0,0
1.42,48.274,0,8,0
0.69,56.558,1,5,0
1.97,34.711,1,12,0
2.92,44.433,1,5,1
2.84,76.077,0,0,1
0.97,90.811,0,0,0
2.42,83.055,1,0,0
7.48,127.387,1,0,1
7.28,114.69,1,0,0
2.04,97.533,1,0,0
1.34,79.588,1,7,1
1.84,94.756,0,8,0
1.94,73.363,0,5,0
1.72,95.303,1,5,0
3.49,149.992,0,10,0
2.25,148.715,0,10,0
3.89,163.041,1,7,1
1.65,79.557,1,8,1
3.21,69.808,1,6,1
2.81,102.332,1,12,1
2.12,79.48,1,8,0
1.06,91.441,1,12,1
1.3,92.49,0,3,0
2.23,81.976,0,8,1
2.2,74.511,1,9,0
2.57,19.724,1,15,0
1.38,34.309,0,12,1
0.73,14.712,1,0,1
1.78,29.199,0,5,1
7.79,16.93,0,0,0
4.84,14.644,1,0,1
3.9,30.214,1,0,0
1.07,11.398,0,16,1
3.21,34.82,1,0,0
2.33,42.972,1,0,0
0.89,34.757,1,0,0
2.37,17.382,0,0,1
0.22,17.189,0,15,0
2.54,21.888,0,15,1
3.37,72.845,0,15,1
2.56,48.909,1,7,1
4.92,45.761,0,0,1
4.96,53.766,0,0,1
7.55,63.79,0,0,1
6.89,54.392,1,0,0
2.38,41.9,0,0,1
6.32,55.253,1,0,1
2.9,19.408,0,9,1
5.2,23.295,0,0,1
1.05,16.465,1,0,1
1.09,17.571,1,10,1
1.61,9.657,0,6,1
2.03,9.235,0,12,1
0.82,17.286,0,0,1
0.05,10.443,1,0,0
0.05,4.032,0,0,0
0.05,16.067,1,9,0
0.05,14.794,0,10,0
0.05,10.711,1,0,0
0.05,2.515,1,0,0
0.05,3.349,1,0,0
0.05,6.499,0,0,0
0.08,4.997,1,4,0
0.05,8.947,0,10,0
0.05,7.857,1,8,0
0.05,8.483,1,5,0
0.09,19.387,0,12,0
0.05,18.974,0,12,1
0.41,12.667,0,12,0
0.16,9.242,0,0,0
0.08,6.907,0,10,0
0.11,12.875,0,10,0
0.05,13.115,0,10,0
0.67,5.328,0,13,1
0.05,10.625,0,10,0
0.06,4.99,0,10,0
0.05,3.926,0,5,0
0.07,9.441,1,8,0
0.05,7.839,0,10,0
0.06,1.023,0,10,0
0.05,7.484,0,10,0
0.08,3.099,1,10,0
0.09,13.59,0,12,0
0.09,6.051,1,12,0
0.11,9.601,1,12,0
0.08,8.567,0,10,0
0.09,3.387,1,4,0
0.05,11.183,0,7,0
0.05,5.617,1,5,0
0.17,2.037,1,7,0
0.26,7.756,1,10,0
0.07,2.443,1,7,0
0.05,8.584,1,8,0
0.12,19.814,1,10,0
0.05,33.149,1,4,0
0.16,8.901,1,0,0
0.05,4.824,1,6,0
0.05,15.353,1,0,0
0.06,61.279,1,0,0
0.05,4.935,1,3,0
0.05,39.492,1,0,0
0.06,8.621,0,9,0
0.05,14.977,1,8,0
0.05,7.571,0,0,0
0.05,21.484,0,0,0
0.07,14.682,0,0,1
0.05,13.862,0,0,0
0.05,8.064,0,10,0
0.05,11.128,0,10,0
0.07,26.435,1,10,0
0.06,13.853,1,10,1
0.11,15.463,0,8,0
0.07,9.166,1,14,1
0.05,5.637,0,0,0
0.08,6.764,0,0,0
0.09,3.021,0,0,0
0.05,8.27,0,10,1
0.08,2.905,0,10,0
0.05,20.506,0,8,0
0.05,4.072,0,7,0
0.24,50.136,1,5,0
0.07,17.879,0,9,0
0.05,10.984,0,16,0
0.05,11.029,0,0,0
1.91,4.553,1,3,0
1.49,35.601,0,14,1
2.08,13.408,1,0,0
0.14,14.831,1,0,0
0.05,22.148,0,9,0
0.25,11.199,0,10,0
1.99,22.284,0,10,0
2.38,38.837,0,4,0
1.87,50.633,0,0,1
0.98,23.473,0,0,1
0.35,16.403,0,6,0
2.32,25.182,0,0,0
0.2,9.936,1,4,0
0.25,5.103,0,0,0
0.09,7.027,1,9,0
0.05,12.631,1,0,0
0.05,19.001,0,5,0
0.31,3.813,0,5,0
0.35,14.82,0,7,0
0.47,10.855,0,7,0
0.08,5.305,0,8,0
0.47,8.994,0,9,0
0.23,17.875,0,0,1
0.73,44.798,0,10,1
0.29,43.554,0,10,1
0.18,9.521,0,0,0
5.79,28.959,0,8,1
0.11,18.157,0,6,0
0.32,9.323,1,0,0
0.22,13.948,0,0,0
0.05,45.302,0,0,0
0.05,71.996,0,0,0
0.05,17.964,1,0,0
0.05,0,0,16,0
0.05,21.791,0,3,0
0.05,20.732,0,0,0
0.06,20.671,1,0,0
0.05,34.913,0,0,0
0.06,31.858,0,8,0
0.05,0,0,12,0
0.06,37.435,0,5,0
0.05,40.587,0,0,0
0.05,0,0,10,0
0.05,0,0,5,0
0.05,0,1,5,0
0.05,0,1,0,0
0.05,0,0,0,0
0.05,0,0,0,0
0.05,0,1,0,0
0.05,22.667,0,0,0
0.05,8.21,1,8,0
0.05,11.365,0,0,0
0.05,24.471,0,4,0
0.05,5.889,1,0,0
0.05,15.48,1,9,0
0.05,0,1,8,0
0.05,9.397,1,7,0
0.05,40.55,0,0,0
0.05,22.957,0,2,0
0.07,28.344,1,0,0
0.05,20.2,0,7,0
0.05,19.327,0,10,0
0.05,9.867,0,9,0
0.05,13.588,0,8,0
2.74,34.83,1,0,1
0.08,11.142,1,6,0
0.05,26.061,0,12,0
0.05,10.237,0,5,1
0.05,3.936,0,10,1
2.58,14.785,0,0,1
0.06,5.362,0,6,1
0.05,22.156,0,5,0
0.05,7.878,0,8,0
0.05,5.874,0,9,0
0.05,6.663,0,8,0
0.05,5.419,0,8,0
0.05,19.021,0,10,1
0.05,3.481,0,5,0
0.05,11.706,1,5,0
0.05,9.829,0,0,0
0.05,10.259,1,0,0
0.05,22.348,1,0,0
3.21,30.375,0,9,1
1.41,40.461,0,3,1
1.4,32.006,1,9,1
0.79,13.929,0,0,0
1.44,14.044,1,5,1
0.05,0,0,5,0
0.05,15.353,0,14,0
1.09,20.033,1,0,1
1.1,24.042,1,7,1
0.64,12.873,0,0,1
1.36,6.993,0,0,1
1.3,9.243,1,8,1
1.84,16.261,0,0,1
0.05,13.065,1,0,0
2.32,18.935,0,3,1
